DNI,index,Nom,Cognoms,Pais,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom i Cognoms,Español,Hijos,Fecha Nacimiento,Edad Actual,Grup,Increment
26819385K,310,Sara,Torres Castro,Colòmbia,Medellín,8,8,1987,Mujer,1097.25,,1.0,Grup A,Sara Torres Castro,False,No,1987-08-08,37,Grup A,0.05
66434842X,311,James,Smith,Regne Unit,Londres,1,6,1954,Hombre,1131.9,,1.0,Grup A,James Smith,False,No,1954-06-01,71,Grup A,0.05
63679621R,312,Laia,Martínez Romero,Espanya,Barcelona,5,9,1958,Mujer,1097.25,,1.0,Grup A,Laia Martínez Romero,True,No,1958-09-05,66,Grup A,0.05
12700084Q,314,Pau,Ferrer López,Espanya,Madrid,16,2,1966,Null,1242.15,1.0,,Grup A,Pau Ferrer López,True,Sí,1966-02-16,59,Grup A,0.05
62868203H,317,Marta,López,Espanya,Madrid,26,8,1988,Mujer,1405.95,1.0,,Grup A,Marta López,True,Sí,1988-08-26,36,Grup A,0.05
94719538H,324,Carla,Romero Ferrer,Espanya,Sevilla,28,5,1991,Mujer,766.5,,1.0,Grup A,Carla Romero Ferrer,True,No,1991-05-28,34,Grup A,0.05
57512928A,325,Laura,Castro Gutiérrez,Colòmbia,Bogotà,18,2,1950,Mujer,1044.75,,1.0,Grup A,Laura Castro Gutiérrez,False,No,1950-02-18,75,Grup A,0.05
80030295H,326,Carla,Romero López,Espanya,Barcelona,23,5,2002,Mujer,814.8,1.0,,Grup A,Carla Romero López,True,Sí,2002-05-23,23,Grup A,0.05
25373007Z,327,Eva,García,Espanya,Madrid,10,3,1971,Null,1289.4,1.0,,Grup A,Eva García,True,Sí,1971-03-10,54,Grup A,0.05
90109014Q,329,Mia,Schneider Müller,Alemanya,Munic,28,3,1957,Mujer,804.3,,1.0,Grup A,Mia Schneider Müller,False,No,1957-03-28,68,Grup A,0.05
54523654J,336,Jordi,Romero Romero,Espanya,València,11,6,1984,Hombre,1020.6,,1.0,Grup A,Jordi Romero Romero,True,No,1984-06-11,41,Grup A,0.05
14486584J,342,Marta,Romero Castells,Espanya,València,12,12,1988,Mujer,876.75,,1.0,Grup A,Marta Romero Castells,True,No,1988-12-12,36,Grup A,0.05
74694535Z,343,Lucía,Fernández,Argentina,Buenos Aires,8,8,1953,Mujer,802.2,,1.0,Grup A,Lucía Fernández,False,No,1953-08-08,71,Grup A,0.05
29043853R,344,Toni,García Ferrer,Espanya,València,22,9,1988,Hombre,1068.9,,1.0,Grup A,Toni García Ferrer,True,No,1988-09-22,36,Grup A,0.05
87981337P,346,Amina,Zahraoui Fassi,Marroc,Casablanca,20,1,1984,Mujer,1162.35,,1.0,Grup A,Amina Zahraoui Fassi,False,No,1984-01-20,41,Grup A,0.05
44910416G,349,Toni,Romero,Espanya,València,17,2,2003,Hombre,1705.2,1.0,,Grup A,Toni Romero,True,Sí,2003-02-17,22,Grup A,0.05
60957935K,350,Eva,López,Espanya,Bilbao,26,12,1964,Mujer,1274.7,,1.0,Grup A,Eva López,True,No,1964-12-26,60,Grup A,0.05
57544317R,351,Louis,Girard Lefevre,França,Marsella,26,3,1983,Hombre,1059.45,1.0,,Grup A,Louis Girard Lefevre,False,Sí,1983-03-26,42,Grup A,0.05
38593878Z,352,Jordi,García,Espanya,Bilbao,11,1,1950,Hombre,1043.7,,1.0,Grup A,Jordi García,True,No,1950-01-11,75,Grup A,0.05
57180085D,353,Marta,López,Espanya,Sevilla,25,8,1971,Mujer,1108.8,1.0,,Grup A,Marta López,True,Sí,1971-08-25,53,Grup A,0.05
23492566L,354,Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Hombre,1445.85,,1.0,Grup A,Arnau Ferrer García,True,No,1989-03-17,36,Grup A,0.05
47351659S,356,Salma,El Amrani,Marroc,Casablanca,12,10,1987,Mujer,1484.7,,1.0,Grup A,Salma El Amrani,False,No,1987-10-12,37,Grup A,0.05
37774950Y,358,Carla,García,Espanya,Barcelona,25,10,1952,Mujer,997.5,,1.0,Grup A,Carla García,True,No,1952-10-25,72,Grup A,0.05
65737147M,362,William,Brown Smith,Regne Unit,Londres,17,7,1959,Hombre,1204.35,1.0,,Grup A,William Brown Smith,False,Sí,1959-07-17,65,Grup A,0.05
16112726L,363,Clara,Castells Romero,Espanya,Barcelona,4,1,1999,Mujer,1461.6,1.0,,Grup A,Clara Castells Romero,True,Sí,1999-01-04,26,Grup A,0.05
66520712S,366,Pau,Castells,Espanya,Barcelona,1,7,1972,Hombre,1056.3,,1.0,Grup A,Pau Castells,True,No,1972-07-01,53,Grup A,0.05
47195129C,369,Jordi,López,Espanya,València,24,10,1954,Hombre,1107.75,,1.0,Grup A,Jordi López,True,No,1954-10-24,70,Grup A,0.05
18575690Y,370,João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Hombre,1286.25,,1.0,Grup A,João Oliveira Ferreira,False,No,1985-03-21,40,Grup A,0.05
15387541Y,371,Andrés,Castro,Colòmbia,Medellín,8,3,2000,Otros,1045.8,,1.0,Grup A,Andrés Castro,False,No,2000-03-08,25,Grup A,0.05
57892591M,372,Anna,Castells,Espanya,Barcelona,2,1,1951,Mujer,964.95,,1.0,Grup A,Anna Castells,True,No,1951-01-02,74,Grup A,0.05
25403469P,374,Clara,García,Espanya,Sevilla,19,8,1998,Mujer,784.35,,1.0,Grup A,Clara García,True,No,1998-08-19,26,Grup A,0.05
91347406Y,379,Lucía,Fernández,Argentina,Buenos Aires,28,11,1978,Null,795.9,,1.0,Grup A,Lucía Fernández,False,No,1978-11-28,46,Grup A,0.05
45074340P,382,Núria,Ferrer,Espanya,Barcelona,27,10,1977,Mujer,1179.15,,1.0,Grup A,Núria Ferrer,True,No,1977-10-27,47,Grup A,0.05
29471837G,387,Camille,Moreau,França,París,6,2,1957,Mujer,836.85,,1.0,Grup A,Camille Moreau,False,No,1957-02-06,68,Grup A,0.05
13508244R,388,Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Hombre,1539.3,,1.0,Grup A,Oriol Martínez Martínez,True,No,1951-03-21,74,Grup A,0.05
25331092S,389,Sophie,Jones,Regne Unit,Londres,26,1,1963,Mujer,718.2,,1.0,Grup A,Sophie Jones,False,No,1963-01-26,62,Grup A,0.05
29550519X,395,Miguel,Silva,Portugal,Lisboa,12,6,1971,Null,941.85,,1.0,Grup A,Miguel Silva,False,No,1971-06-12,54,Grup A,0.05
85031552D,397,Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Mujer,1478.4,1.0,,Grup A,Laia Ferrer Martínez,True,Sí,1962-10-23,62,Grup A,0.05
87427498D,398,Laura,Rojas,Colòmbia,Medellín,9,5,1969,Mujer,1037.4,,1.0,Grup A,Laura Rojas,False,No,1969-05-09,56,Grup A,0.05
19404501Z,399,Arnau,Ferrer Sánchez,Espanya,Bilbao,6,11,1969,Hombre,1398.6,1.0,,Grup A,Arnau Ferrer Sánchez,True,Sí,1969-11-06,55,Grup A,0.05
17972901L,400,Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Mujer,1135.05,1.0,,Grup A,Carla Sánchez López,True,Sí,1989-06-11,36,Grup A,0.05
92286029R,402,Núria,López,Espanya,Sevilla,5,5,1977,Mujer,1075.2,,1.0,Grup A,Núria López,True,No,1977-05-05,48,Grup A,0.05
66183009R,404,Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Hombre,1318.8,1.0,,Grup A,Miguel Cruz,False,Sí,1955-09-28,69,Grup A,0.05
90904549G,405,Marc,López Martínez,Espanya,Madrid,18,11,2004,Hombre,1338.75,1.0,,Grup A,Marc López Martínez,True,Sí,2004-11-18,20,Grup A,0.05
93623062E,407,Pau,López García,Espanya,Sevilla,4,7,1992,Hombre,1751.4,,1.0,Grup A,Pau López García,True,No,1992-07-04,33,Grup A,0.05
73587985T,409,Francesca,Ferrari,Itàlia,Torí,25,3,1999,Mujer,1097.25,1.0,,Grup A,Francesca Ferrari,False,Sí,1999-03-25,26,Grup A,0.05
48610709N,410,Toni,García García,Espanya,Madrid,9,6,1958,Hombre,1470.0,1.0,,Grup A,Toni García García,True,Sí,1958-06-09,67,Grup A,0.05
37416719D,413,Anna,López,Espanya,Bilbao,17,6,1995,Mujer,1396.5,1.0,,Grup A,Anna López,True,Sí,1995-06-17,30,Grup A,0.05
91797004K,414,Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Hombre,1358.7,,1.0,Grup A,Toni Sánchez Sánchez,True,No,1950-07-16,75,Grup A,0.05
20460695D,417,Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Mujer,1368.15,1.0,,Grup A,Laia Ferrer Romero,True,Sí,1951-08-25,73,Grup A,0.05
27053674Z,418,Amina,El Amrani,Marroc,Rabat,25,1,1959,Mujer,896.7,1.0,,Grup A,Amina El Amrani,False,Sí,1959-01-25,66,Grup A,0.05
88308185F,420,Jordi,Romero García,Espanya,Bilbao,19,12,1984,Hombre,1611.75,1.0,,Grup A,Jordi Romero García,True,Sí,1984-12-19,40,Grup A,0.05
47905259N,422,Clara,López García,Espanya,València,13,10,1988,Mujer,866.25,1.0,,Grup A,Clara López García,True,Sí,1988-10-13,36,Grup A,0.05
54313717Q,423,Laura,Castro,Colòmbia,Medellín,19,6,1958,Mujer,1558.2,,1.0,Grup A,Laura Castro,False,No,1958-06-19,67,Grup A,0.05
38394682L,424,Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Mujer,1390.2,1.0,,Grup A,Clara Sánchez Ferrer,True,Sí,1963-04-21,62,Grup A,0.05
33214782A,425,Matías,Rodríguez,Argentina,Buenos Aires,12,6,1950,Null,1107.75,,1.0,Grup A,Matías Rodríguez,False,No,1950-06-12,75,Grup A,0.05
30011388C,426,Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Hombre,1064.7,,1.0,Grup A,Jordi Sánchez Ferrer,True,No,1977-04-02,48,Grup A,0.05
14828163F,428,Marc,Martínez García,Espanya,Sevilla,12,3,1965,Hombre,1664.25,,1.0,Grup A,Marc Martínez García,True,No,1965-03-12,60,Grup A,0.05
93868679R,437,María,Cruz,Mèxic,Guadalajara,23,6,1978,Mujer,783.3,1.0,,Grup A,María Cruz,False,Sí,1978-06-23,47,Grup A,0.05
53118513Z,440,Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Mujer,723.45,1.0,,Grup A,Carla Martínez Sánchez,True,Sí,2004-02-06,21,Grup A,0.05
89545864F,446,Tomás,Gómez,Argentina,Còrdova,19,1,1996,Hombre,1159.2,1.0,,Grup A,Tomás Gómez,False,Sí,1996-01-19,29,Grup A,0.05
70113350T,447,Pau,Castells,Espanya,Bilbao,17,4,1952,Null,1172.85,,1.0,Grup A,Pau Castells,True,No,1952-04-17,73,Grup A,0.05
19178233C,450,Jean,Moreau Girard,França,Marsella,12,11,1989,Hombre,909.3,,1.0,Grup A,Jean Moreau Girard,False,No,1989-11-12,35,Grup A,0.05
35909931K,455,Laia,Martínez López,Espanya,València,17,5,1976,Mujer,1237.95,1.0,,Grup A,Laia Martínez López,True,Sí,1976-05-17,49,Grup A,0.05
75690264M,459,Anna,Romero,Espanya,València,17,11,1976,Mujer,1350.3,,1.0,Grup A,Anna Romero,True,No,1976-11-17,48,Grup A,0.05
27395242L,460,Daniel,Castro Torres,Colòmbia,Bogotà,5,4,1992,Hombre,1060.5,1.0,,Grup A,Daniel Castro Torres,False,Sí,1992-04-05,33,Grup A,0.05
72488520Y,463,Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Hombre,1044.75,1.0,,Grup A,Youssef Fassi El Amrani,False,Sí,1968-05-26,57,Grup A,0.05
87072861Y,464,Miguel,Ferreira,Portugal,Porto,19,2,1990,Hombre,1262.1,,1.0,Grup A,Miguel Ferreira,False,No,1990-02-19,35,Grup A,0.05
99946609J,465,Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Mujer,1000.65,,1.0,Grup A,Inês Silva Oliveira,False,No,1986-02-11,39,Grup A,0.05
77786231R,466,Marc,García López,Espanya,Madrid,11,8,1963,Hombre,1075.2,,1.0,Grup A,Marc García López,True,No,1963-08-11,61,Grup A,0.05
16349607A,468,Daniel,Rojas Castro,Colòmbia,Medellín,7,10,1952,Hombre,838.95,1.0,,Grup A,Daniel Rojas Castro,False,Sí,1952-10-07,72,Grup A,0.05
19835344L,471,Anna,Ferrer,Espanya,Madrid,8,5,1966,Mujer,805.35,,1.0,Grup A,Anna Ferrer,True,No,1966-05-08,59,Grup A,0.05
72548015K,475,Núria,Romero Castells,Espanya,València,10,4,1996,Null,814.8,,1.0,Grup A,Núria Romero Castells,True,No,1996-04-10,29,Grup A,0.05
63645871Q,476,Toni,López,Espanya,Barcelona,27,9,1979,Null,904.05,,1.0,Grup A,Toni López,True,No,1979-09-27,45,Grup A,0.05
12689894Z,480,Marta,López,Espanya,Bilbao,24,7,1967,Mujer,1492.05,,1.0,Grup A,Marta López,True,No,1967-07-24,57,Grup A,0.05
17266104D,481,Oriol,Ferrer,Espanya,Madrid,9,7,1985,Otros,762.3,,1.0,Grup A,Oriol Ferrer,True,No,1985-07-09,40,Grup A,0.05
15071348H,483,Núria,Romero,Espanya,València,11,6,1951,Mujer,747.6,,1.0,Grup A,Núria Romero,True,No,1951-06-11,74,Grup A,0.05
93757958D,484,Inês,Silva,Portugal,Lisboa,20,8,1990,Mujer,1177.05,1.0,,Grup A,Inês Silva,False,Sí,1990-08-20,34,Grup A,0.05
89595235W,489,Clara,Romero,Espanya,Sevilla,23,3,1999,Mujer,795.9,,1.0,Grup A,Clara Romero,True,No,1999-03-23,26,Grup A,0.05
71304182R,490,Núria,Ferrer,Espanya,Bilbao,17,3,1979,Mujer,1279.95,1.0,,Grup A,Núria Ferrer,True,Sí,1979-03-17,46,Grup A,0.05
15228560C,492,Jordi,Castells,Espanya,Barcelona,19,7,1978,Hombre,1618.05,,1.0,Grup A,Jordi Castells,True,No,1978-07-19,46,Grup A,0.05
20214876P,496,Alessia,Russo,Itàlia,Torí,28,11,1954,Mujer,1017.45,1.0,,Grup A,Alessia Russo,False,Sí,1954-11-28,70,Grup A,0.05
61343247E,497,Florencia,Gómez,Argentina,Còrdova,8,7,1984,Null,1673.7,,1.0,Grup A,Florencia Gómez,False,No,1984-07-08,41,Grup A,0.05
36334567G,498,Pau,Martínez López,Espanya,València,19,12,1994,Hombre,1572.9,,1.0,Grup A,Pau Martínez López,True,No,1994-12-19,30,Grup A,0.05
47691452T,500,Laia,Romero,Espanya,València,18,7,1950,Mujer,1057.35,,1.0,Grup A,Laia Romero,True,No,1950-07-18,74,Grup A,0.05
48127366Y,501,Pau,Sánchez,Espanya,València,26,5,1954,Hombre,1481.55,,1.0,Grup A,Pau Sánchez,True,No,1954-05-26,71,Grup A,0.05
49287703B,502,Daniel,Castro,Colòmbia,Medellín,13,10,1956,Hombre,1267.35,1.0,,Grup A,Daniel Castro,False,Sí,1956-10-13,68,Grup A,0.05
82418527A,504,Jordi,Ferrer,Espanya,Barcelona,28,6,2002,Hombre,1009.05,,1.0,Grup A,Jordi Ferrer,True,No,2002-06-28,23,Grup A,0.05
65339008Z,506,Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Mujer,1468.95,1.0,,Grup A,Salma Zahraoui,False,Sí,1971-12-20,53,Grup A,0.05
91690612P,510,Clara,Castells,Espanya,Madrid,15,3,1981,Mujer,1594.95,1.0,,Grup A,Clara Castells,True,Sí,1981-03-15,44,Grup A,0.05
32219930D,512,Eva,García Ferrer,Espanya,València,22,2,1991,Mujer,698.25,1.0,,Grup A,Eva García Ferrer,True,Sí,1991-02-22,34,Grup A,0.05
18479670K,516,Pau,Castells,Espanya,Barcelona,14,9,1991,Hombre,1642.2,,1.0,Grup A,Pau Castells,True,No,1991-09-14,33,Grup A,0.05
75340954W,517,Joan,Ferrer,Espanya,Bilbao,21,5,1981,Null,1478.4,,1.0,Grup A,Joan Ferrer,True,No,1981-05-21,44,Grup A,0.05
24238964E,519,Joan,Martínez Castells,Espanya,Barcelona,22,7,1987,Hombre,1223.25,,1.0,Grup A,Joan Martínez Castells,True,No,1987-07-22,37,Grup A,0.05
12767161T,520,Toni,Castells Castells,Espanya,Madrid,20,3,1950,Hombre,1609.65,,1.0,Grup A,Toni Castells Castells,True,No,1950-03-20,75,Grup A,0.05
74074321A,522,Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Mujer,1145.55,1.0,,Grup A,Carla Ferrer Castells,True,Sí,1957-08-02,67,Grup A,0.05
46145725B,523,Toni,Ferrer,Espanya,Barcelona,24,8,1972,Hombre,1750.35,1.0,,Grup A,Toni Ferrer,True,Sí,1972-08-24,52,Grup A,0.05
97294667E,525,Jordi,García,Espanya,Barcelona,3,1,1975,Hombre,1014.3,1.0,,Grup A,Jordi García,True,Sí,1975-01-03,50,Grup A,0.05
35241609K,526,Francesca,Russo,Itàlia,Torí,9,11,1986,Mujer,1411.2,1.0,,Grup A,Francesca Russo,False,Sí,1986-11-09,38,Grup A,0.05
87906075W,527,Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Hombre,804.3,,1.0,Grup A,Arnau Sánchez Martínez,True,No,2003-11-12,21,Grup A,0.05
31059050X,528,Amina,Fassi,Marroc,Casablanca,13,12,1971,Null,1533.0,,1.0,Grup A,Amina Fassi,False,No,1971-12-13,53,Grup A,0.05
60378955C,529,Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Mujer,1377.6,,1.0,Grup A,Fatima Zahraoui El Amrani,False,No,1986-01-27,39,Grup A,0.05
48242975Q,534,Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Hombre,1559.25,,1.0,Grup A,Arnau Sánchez Sánchez,True,No,1974-07-05,51,Grup A,0.05
16218169P,535,William,Brown,Regne Unit,Londres,24,2,1991,Hombre,1046.85,1.0,,Grup A,William Brown,False,Sí,1991-02-24,34,Grup A,0.05
81901030H,536,Marc,Castells,Espanya,Sevilla,20,9,1970,Hombre,1163.4,1.0,,Grup A,Marc Castells,True,Sí,1970-09-20,54,Grup A,0.05
69723912X,538,Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Hombre,1081.5,,1.0,Grup A,Miguel Oliveira Pereira,False,No,1958-04-19,67,Grup A,0.05
87631058F,539,Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Hombre,1311.45,1.0,,Grup A,Joan Ferrer Castells,True,Sí,1967-10-25,57,Grup A,0.05
33400905A,541,Joan,Ferrer,Espanya,Sevilla,19,12,1970,Null,1062.6,,1.0,Grup A,Joan Ferrer,True,No,1970-12-19,54,Grup A,0.05
68343127F,542,Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Hombre,1678.95,,1.0,Grup A,Youssef Zahraoui,False,No,1998-03-02,27,Grup A,0.05
99688433B,544,Toni,Castells,Espanya,València,1,5,1960,Hombre,1715.7,1.0,,Grup A,Toni Castells,True,Sí,1960-05-01,65,Grup A,0.05
16378767Z,545,Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Hombre,1135.05,,1.0,Grup A,Marc Ferrer Romero,True,No,1973-10-09,51,Grup A,0.05
74158500N,546,Laura,Schneider,Alemanya,Hamburg,25,1,1957,Mujer,1436.4,,1.0,Grup A,Laura Schneider,False,No,1957-01-25,68,Grup A,0.05
99611153A,551,Arnau,Sánchez,Espanya,Barcelona,16,12,1998,Hombre,1506.75,,1.0,Grup A,Arnau Sánchez,True,No,1998-12-16,26,Grup A,0.05
73063501Z,554,Eva,Ferrer,Espanya,Sevilla,4,11,1990,Mujer,1433.25,1.0,,Grup A,Eva Ferrer,True,Sí,1990-11-04,34,Grup A,0.05
36106979Y,555,Pau,Sánchez,Espanya,Sevilla,1,2,1953,Hombre,1088.85,,1.0,Grup A,Pau Sánchez,True,No,1953-02-01,72,Grup A,0.05
90389717L,558,Clara,Martínez Romero,Espanya,València,9,7,1973,Mujer,1118.25,1.0,,Grup A,Clara Martínez Romero,True,Sí,1973-07-09,52,Grup A,0.05
85693556P,559,Joan,Romero Martínez,Espanya,Barcelona,2,11,1973,Hombre,1623.3,1.0,,Grup A,Joan Romero Martínez,True,Sí,1973-11-02,51,Grup A,0.05
27368854D,561,Marta,Castells López,Espanya,Barcelona,9,6,1985,Mujer,1509.9,,1.0,Grup A,Marta Castells López,True,No,1985-06-09,40,Grup A,0.05
58740246B,563,Pau,Ferrer Martínez,Espanya,Barcelona,24,12,1964,Hombre,895.65,,1.0,Grup A,Pau Ferrer Martínez,True,No,1964-12-24,60,Grup A,0.05
14098793R,564,Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Hombre,1515.15,1.0,,Grup A,Alessandro Ferrari,False,Sí,2003-07-22,21,Grup A,0.05
68722397X,565,Laia,Romero Martínez,Espanya,Barcelona,28,5,1964,Mujer,1065.75,,1.0,Grup A,Laia Romero Martínez,True,No,1964-05-28,61,Grup A,0.05
12118177C,568,Jean,Dubois,França,Marsella,24,11,1970,Hombre,1097.25,,1.0,Grup A,Jean Dubois,False,No,1970-11-24,54,Grup A,0.05
70806232V,569,Arnau,Romero,Espanya,València,24,6,1976,Hombre,810.6,,1.0,Grup A,Arnau Romero,True,No,1976-06-24,49,Grup A,0.05
52604206S,570,Olivia,Taylor,Regne Unit,Londres,13,9,1992,Null,1486.8,1.0,,Grup A,Olivia Taylor,False,Sí,1992-09-13,32,Grup A,0.05
97210518F,571,Clara,Sánchez Romero,Espanya,Bilbao,16,3,2004,Mujer,1075.2,,1.0,Grup A,Clara Sánchez Romero,True,No,2004-03-16,21,Grup A,0.05
19113138L,574,João,Oliveira,Portugal,Lisboa,1,7,1979,Hombre,1339.8,,1.0,Grup A,João Oliveira,False,No,1979-07-01,46,Grup A,0.05
83374173K,575,Florencia,Álvarez,Argentina,Buenos Aires,14,11,1961,Mujer,1095.15,,1.0,Grup A,Florencia Álvarez,False,No,1961-11-14,63,Grup A,0.05
31397148Y,576,João,Silva,Portugal,Lisboa,2,7,1994,Hombre,1715.7,,1.0,Grup A,João Silva,False,No,1994-07-02,31,Grup A,0.05
41718924T,578,Marc,Martínez Castells,Espanya,Barcelona,13,5,1979,Null,1546.65,,1.0,Grup A,Marc Martínez Castells,True,No,1979-05-13,46,Grup A,0.05
83602803G,582,Joan,Ferrer,Espanya,Sevilla,2,2,1964,Hombre,1273.65,,1.0,Grup A,Joan Ferrer,True,No,1964-02-02,61,Grup A,0.05
52759329M,583,Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Otros,816.9,,1.0,Grup A,Jordi Martínez Ferrer,True,No,1972-02-18,53,Grup A,0.05
28210536A,584,Anna,Sánchez López,Espanya,Madrid,4,8,1997,Otros,1256.85,,1.0,Grup A,Anna Sánchez López,True,No,1997-08-04,27,Grup A,0.05
76436789V,586,Eva,Romero,Espanya,Bilbao,18,7,1967,Mujer,1388.1,,1.0,Grup A,Eva Romero,True,No,1967-07-18,57,Grup A,0.05
84904881L,587,Pau,Castells Martínez,Espanya,Barcelona,3,1,1985,Hombre,1304.1,,1.0,Grup A,Pau Castells Martínez,True,No,1985-01-03,40,Grup A,0.05
80909731Y,590,Jordi,García López,Espanya,Sevilla,6,6,1971,Hombre,1311.45,1.0,,Grup A,Jordi García López,True,Sí,1971-06-06,54,Grup A,0.05
66842033A,591,Núria,Romero Romero,Espanya,Madrid,3,3,1962,Mujer,938.7,,1.0,Grup A,Núria Romero Romero,True,No,1962-03-03,63,Grup A,0.05
44245943V,592,Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Mujer,1465.8,,1.0,Grup A,Gabriela Cruz,False,No,1955-01-27,70,Grup A,0.05
44569678M,594,Laia,Castells,Espanya,Madrid,9,8,1977,Mujer,1030.05,,1.0,Grup A,Laia Castells,True,No,1977-08-09,47,Grup A,0.05
87865381W,595,Marta,Martínez,Espanya,Sevilla,17,7,2000,Mujer,1256.85,,1.0,Grup A,Marta Martínez,True,No,2000-07-17,24,Grup A,0.05
21820075A,596,Arnau,Sánchez,Espanya,Bilbao,23,1,1978,Hombre,1162.35,,1.0,Grup A,Arnau Sánchez,True,No,1978-01-23,47,Grup A,0.05
76257088H,600,Francesca,Conti,Itàlia,Roma,10,8,1955,Mujer,850.5,1.0,,Grup A,Francesca Conti,False,Sí,1955-08-10,69,Grup A,0.05
51635247N,603,Clara,Sánchez Castells,Espanya,València,6,10,1973,Mujer,1225.35,,1.0,Grup A,Clara Sánchez Castells,True,No,1973-10-06,51,Grup A,0.05
42128077K,605,Núria,Castells,Espanya,València,16,2,2001,Mujer,936.6,,1.0,Grup A,Núria Castells,True,No,2001-02-16,24,Grup A,0.05
53983933P,607,Marta,Martínez Ferrer,Espanya,València,2,11,2001,Mujer,846.3,,1.0,Grup A,Marta Martínez Ferrer,True,No,2001-11-02,23,Grup A,0.05
64697693K,608,Núria,Martínez Martínez,Espanya,Bilbao,20,8,2002,Mujer,1056.3,,1.0,Grup A,Núria Martínez Martínez,True,No,2002-08-20,22,Grup A,0.05
15021643F,609,Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Otros,1326.15,,1.0,Grup A,Tiago Ferreira Pereira,False,No,1959-03-15,66,Grup A,0.05
71377022P,611,Pau,López,Espanya,Madrid,28,12,1971,Hombre,833.7,1.0,,Grup A,Pau López,True,Sí,1971-12-28,53,Grup A,0.05
43507453W,612,Anna,Ferrer Martínez,Espanya,Bilbao,15,10,1981,Mujer,892.5,1.0,,Grup A,Anna Ferrer Martínez,True,Sí,1981-10-15,43,Grup A,0.05
26414747E,613,Oriol,Martínez,Espanya,Sevilla,23,12,1991,Hombre,843.15,1.0,,Grup A,Oriol Martínez,True,Sí,1991-12-23,33,Grup A,0.05
69931972C,614,Toni,Martínez López,Espanya,Madrid,4,12,1983,Hombre,1687.35,1.0,,Grup A,Toni Martínez López,True,Sí,1983-12-04,41,Grup A,0.05
86555403J,615,Marc,García,Espanya,Madrid,14,7,1977,Hombre,1678.95,,1.0,Grup A,Marc García,True,No,1977-07-14,48,Grup A,0.05
52720140A,618,Daniel,Rojas Torres,Colòmbia,Bogotà,20,8,1985,Hombre,1529.85,1.0,,Grup A,Daniel Rojas Torres,False,Sí,1985-08-20,39,Grup A,0.05
19863880V,619,Carla,López Romero,Espanya,Sevilla,22,4,1954,Mujer,1231.65,1.0,,Grup A,Carla López Romero,True,Sí,1954-04-22,71,Grup A,0.05
67985873N,622,Anna,Castells Ferrer,Espanya,Barcelona,8,1,1983,Mujer,1568.7,1.0,,Grup A,Anna Castells Ferrer,True,Sí,1983-01-08,42,Grup A,0.05
30525996L,627,Marc,López,Espanya,Sevilla,23,1,1965,Hombre,884.1,1.0,,Grup A,Marc López,True,Sí,1965-01-23,60,Grup A,0.05
90464341H,630,Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Hombre,1747.2,,1.0,Grup A,Jordi Ferrer Martínez,True,No,1981-11-12,43,Grup A,0.05
38127780Y,636,Louis,Dubois Girard,França,Lió,21,11,1950,Hombre,1139.25,,1.0,Grup A,Louis Dubois Girard,False,No,1950-11-21,74,Grup A,0.05
95204020C,638,Oriol,Castells Ferrer,Espanya,València,14,10,1959,Hombre,1654.8,1.0,,Grup A,Oriol Castells Ferrer,True,Sí,1959-10-14,65,Grup A,0.05
69796526G,642,Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Mujer,721.35,,1.0,Grup A,Inês Oliveira Ferreira,False,No,1970-05-02,55,Grup A,0.05
45203656T,643,Laia,Ferrer,Espanya,Sevilla,18,6,1988,Mujer,994.35,,1.0,Grup A,Laia Ferrer,True,No,1988-06-18,37,Grup A,0.05
