DNI,index,Nom,Cognoms,Pais,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom i Cognoms,Español,Hijos,Fecha Nacimiento,Edad Actual,Grup,Increment
18457673C,509,Carla,Martínez,Espanya,València,17,4,1999,Mujer,1729.35,,1.0,Grup B,Carla Martínez,True,No,1999-04-17,26,Grup B,0.35
33585026G,511,Youssef,El Amrani Fassi,Marroc,Rabat,13,10,1981,Hombre,2409.75,,1.0,Grup B,Youssef El Amrani Fassi,False,No,1981-10-13,43,Grup B,0.35
90216535S,513,Martina,Rodríguez Gómez,Argentina,Buenos Aires,10,3,1978,Mujer,1744.2,1.0,,Grup B,Martina Rodríguez Gómez,False,Sí,1978-03-10,47,Grup B,0.35
74822167B,514,Antoine,Lefevre,França,Marsella,1,10,1953,Hombre,2355.75,,1.0,Grup B,Antoine Lefevre,False,No,1953-10-01,71,Grup B,0.35
23955973V,515,Eva,Ferrer Romero,Espanya,Bilbao,19,5,1976,Mujer,1906.2,,1.0,Grup B,Eva Ferrer Romero,True,No,1976-05-19,49,Grup B,0.35
72168409M,530,Lucas,Fernández Álvarez,Argentina,Còrdova,27,4,1993,Hombre,2689.2,1.0,,Grup B,Lucas Fernández Álvarez,False,Sí,1993-04-27,32,Grup B,0.35
44215821L,531,Julieta,Rodríguez,Argentina,Buenos Aires,24,7,1979,Mujer,1594.35,,1.0,Grup B,Julieta Rodríguez,False,No,1979-07-24,45,Grup B,0.35
23058334Y,533,Jordi,Ferrer,Espanya,Sevilla,5,3,1993,Hombre,2231.55,1.0,,Grup B,Jordi Ferrer,True,Sí,1993-03-05,32,Grup B,0.35
25439397A,543,Pau,Ferrer García,Espanya,Barcelona,21,3,1982,Hombre,1714.5,,1.0,Grup B,Pau Ferrer García,True,No,1982-03-21,43,Grup B,0.35
89577876S,547,Emily,Taylor Jones,Regne Unit,Manchester,28,3,1958,Mujer,2744.55,,1.0,Grup B,Emily Taylor Jones,False,No,1958-03-28,67,Grup B,0.35
76782023V,548,Anna,Castells García,Espanya,Bilbao,26,3,1950,Mujer,1977.75,1.0,,Grup B,Anna Castells García,True,Sí,1950-03-26,75,Grup B,0.35
87154578D,549,Toni,Martínez,Espanya,Bilbao,5,7,1973,Hombre,2218.05,1.0,,Grup B,Toni Martínez,True,Sí,1973-07-05,52,Grup B,0.35
19721783S,550,Núria,Ferrer,Espanya,Barcelona,7,12,1983,Mujer,2651.4,,1.0,Grup B,Núria Ferrer,True,No,1983-12-07,41,Grup B,0.35
87257820C,556,Marta,García,Espanya,València,14,5,1976,Mujer,2135.7,,1.0,Grup B,Marta García,True,No,1976-05-14,49,Grup B,0.35
62035858J,557,Sara,Castro,Colòmbia,Bogotà,4,12,1974,Mujer,2057.4,1.0,,Grup B,Sara Castro,False,Sí,1974-12-04,50,Grup B,0.35
97143963K,560,Chiara,Russo Conti,Itàlia,Roma,6,11,1985,Otros,1945.35,1.0,,Grup B,Chiara Russo Conti,False,Sí,1985-11-06,39,Grup B,0.35
39929911E,566,Eva,Castells Romero,Espanya,Madrid,24,1,1958,Otros,2575.8,,1.0,Grup B,Eva Castells Romero,True,No,1958-01-24,67,Grup B,0.35
36717144Q,567,Jordi,Romero,Espanya,Bilbao,17,11,1969,Hombre,1833.3,,1.0,Grup B,Jordi Romero,True,No,1969-11-17,55,Grup B,0.35
44505750Y,572,Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Mujer,1647.0,,1.0,Grup B,Gabriela Ramírez González,False,No,1988-03-26,37,Grup B,0.35
89141927S,573,Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Mujer,2142.45,,1.0,Grup B,Eva Ferrer Ferrer,True,No,1979-12-24,45,Grup B,0.35
15336274M,577,Laia,López Sánchez,Espanya,Barcelona,11,5,1964,Mujer,2821.5,,1.0,Grup B,Laia López Sánchez,True,No,1964-05-11,61,Grup B,0.35
11062448Q,580,Marta,Martínez,Espanya,Barcelona,4,7,1980,Mujer,2241.0,1.0,,Grup B,Marta Martínez,True,Sí,1980-07-04,45,Grup B,0.35
31675368R,585,Eva,López Martínez,Espanya,Bilbao,27,7,1998,Mujer,1800.9,,1.0,Grup B,Eva López Martínez,True,No,1998-07-27,26,Grup B,0.35
89450981Z,588,Laia,Castells,Espanya,Bilbao,20,11,2000,Mujer,2292.3,1.0,,Grup B,Laia Castells,True,Sí,2000-11-20,24,Grup B,0.35
54853635H,593,Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Mujer,1590.3,1.0,,Grup B,Laia Castells Ferrer,True,Sí,1986-06-23,39,Grup B,0.35
81398413Q,597,Laura,Castro Torres,Colòmbia,Medellín,6,6,1997,Mujer,1941.3,,1.0,Grup B,Laura Castro Torres,False,No,1997-06-06,28,Grup B,0.35
57692936L,598,Laura,Schmidt,Alemanya,Hamburg,3,5,1956,Null,2467.8,1.0,,Grup B,Laura Schmidt,False,Sí,1956-05-03,69,Grup B,0.35
17135791L,599,Toni,Romero García,Espanya,Barcelona,12,6,1963,Hombre,2157.3,,1.0,Grup B,Toni Romero García,True,No,1963-06-12,62,Grup B,0.35
13357124H,604,Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Hombre,2415.15,,1.0,Grup B,Arnau Martínez Martínez,True,No,1960-12-06,64,Grup B,0.35
53653173V,616,Anna,López,Espanya,Madrid,17,1,1964,Otros,1759.05,,1.0,Grup B,Anna López,True,No,1964-01-17,61,Grup B,0.35
15138029Q,617,Marc,Castells,Espanya,Bilbao,16,12,2002,Hombre,2878.2,,1.0,Grup B,Marc Castells,True,No,2002-12-16,22,Grup B,0.35
53822006D,620,Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Hombre,2871.45,,1.0,Grup B,Ali El Amrani El Amrani,False,No,1971-05-04,54,Grup B,0.35
18876694Z,621,Juan,Álvarez Fernández,Argentina,Buenos Aires,11,8,1991,Hombre,1906.2,1.0,,Grup B,Juan Álvarez Fernández,False,Sí,1991-08-11,33,Grup B,0.35
78668978W,623,Pau,Sánchez,Espanya,Bilbao,20,5,1994,Hombre,2937.6,1.0,,Grup B,Pau Sánchez,True,Sí,1994-05-20,31,Grup B,0.35
51927396G,625,Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Mujer,2257.2,,1.0,Grup B,Maria Pereira Pereira,False,No,1980-06-19,45,Grup B,0.35
49846108N,626,Joan,Romero López,Espanya,Barcelona,11,1,1950,Hombre,2675.7,1.0,,Grup B,Joan Romero López,True,Sí,1950-01-11,75,Grup B,0.35
46129359E,628,Laia,Castells Martínez,Espanya,Madrid,8,4,1975,Mujer,1946.7,,1.0,Grup B,Laia Castells Martínez,True,No,1975-04-08,50,Grup B,0.35
19814204M,631,Marta,García,Espanya,Bilbao,23,2,1999,Mujer,2133.0,1.0,,Grup B,Marta García,True,Sí,1999-02-23,26,Grup B,0.35
46035899S,632,Marc,Romero,Espanya,Sevilla,2,11,1975,Hombre,2118.15,,1.0,Grup B,Marc Romero,True,No,1975-11-02,49,Grup B,0.35
38832908L,633,Arnau,Martínez,Espanya,Madrid,20,12,1999,Hombre,2835.0,,1.0,Grup B,Arnau Martínez,True,No,1999-12-20,25,Grup B,0.35
11156851X,635,Carla,Sánchez,Espanya,València,17,8,1975,Mujer,2035.8,1.0,,Grup B,Carla Sánchez,True,Sí,1975-08-17,49,Grup B,0.35
61239482R,637,Eva,López Sánchez,Espanya,València,25,4,1987,Mujer,2816.1,,1.0,Grup B,Eva López Sánchez,True,No,1987-04-25,38,Grup B,0.35
71461971W,640,Lucas,Álvarez,Argentina,Buenos Aires,22,3,1984,Hombre,2254.5,,1.0,Grup B,Lucas Álvarez,False,No,1984-03-22,41,Grup B,0.35
31958336Z,641,Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Mujer,1755.0,,1.0,Grup B,Núria Martínez Castells,True,No,1962-12-08,62,Grup B,0.35
19508494Q,645,Jonas,Schneider Schmidt,Alemanya,Hamburg,15,8,1983,Hombre,1992.6,1.0,,Grup B,Jonas Schneider Schmidt,False,Sí,1983-08-15,41,Grup B,0.35
32873655H,655,Pau,Martínez García,Espanya,Barcelona,15,11,1989,Hombre,3042.9,,1.0,Grup B,Pau Martínez García,True,No,1989-11-15,35,Grup B,0.35
74293523P,656,Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Mujer,2708.1,,1.0,Grup B,Sofia Oliveira,False,No,1998-04-02,27,Grup B,0.35
49127195L,657,Beatriz,Ferreira,Portugal,Porto,11,5,1950,Otros,2124.9,1.0,,Grup B,Beatriz Ferreira,False,Sí,1950-05-11,75,Grup B,0.35
17792481K,659,Joan,Romero Martínez,Espanya,Bilbao,16,2,1996,Hombre,2496.15,,1.0,Grup B,Joan Romero Martínez,True,No,1996-02-16,29,Grup B,0.35
81156988L,661,Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Hombre,2768.85,,1.0,Grup B,Miguel González Cruz,False,No,1965-08-07,59,Grup B,0.35
60352406T,662,Eva,Martínez,Espanya,Madrid,13,6,1994,Mujer,1551.15,,1.0,Grup B,Eva Martínez,True,No,1994-06-13,31,Grup B,0.35
66192865D,669,Carla,Romero,Espanya,Barcelona,17,6,1998,Mujer,2409.75,1.0,,Grup B,Carla Romero,True,Sí,1998-06-17,27,Grup B,0.35
82495492K,673,Jordi,García Castells,Espanya,València,4,7,1970,Hombre,2494.8,1.0,,Grup B,Jordi García Castells,True,Sí,1970-07-04,55,Grup B,0.35
77255461X,676,Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Mujer,2559.6,1.0,,Grup B,Maria Ferreira Ferreira,False,Sí,1996-03-04,29,Grup B,0.35
50017849P,677,Núria,Martínez,Espanya,València,26,9,1958,Mujer,2581.2,,1.0,Grup B,Núria Martínez,True,No,1958-09-26,66,Grup B,0.35
14532429J,679,Jean,Dubois Moreau,França,Marsella,7,12,1967,Hombre,2620.35,,1.0,Grup B,Jean Dubois Moreau,False,No,1967-12-07,57,Grup B,0.35
48928716V,680,Eva,Ferrer,Espanya,Madrid,22,5,1997,Mujer,1655.1,,1.0,Grup B,Eva Ferrer,True,No,1997-05-22,28,Grup B,0.35
20554785E,683,Andrés,González,Mèxic,Guadalajara,13,10,1977,Hombre,2340.9,,1.0,Grup B,Andrés González,False,No,1977-10-13,47,Grup B,0.35
96850216C,690,Valentina,Gutiérrez Rojas,Colòmbia,Medellín,2,10,1959,Mujer,2332.8,1.0,,Grup B,Valentina Gutiérrez Rojas,False,Sí,1959-10-02,65,Grup B,0.35
21123762J,697,Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Hombre,3095.55,,1.0,Grup B,Toni Sánchez Sánchez,True,No,1989-01-20,36,Grup B,0.35
87203712F,698,Arnau,Martínez Sánchez,Espanya,Barcelona,20,6,1971,Hombre,1853.55,,1.0,Grup B,Arnau Martínez Sánchez,True,No,1971-06-20,54,Grup B,0.35
94864855F,699,Toni,Sánchez,Espanya,Madrid,6,3,1996,Hombre,2770.2,,1.0,Grup B,Toni Sánchez,True,No,1996-03-06,29,Grup B,0.35
83942911L,701,Oriol,Romero López,Espanya,Bilbao,3,5,1951,Hombre,2762.1,,1.0,Grup B,Oriol Romero López,True,No,1951-05-03,74,Grup B,0.35
49962478C,704,Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,Null,1956.15,,1.0,Grup B,Sofia Silva Oliveira,False,No,1977-08-13,47,Grup B,0.35
49561814F,705,Tomás,Gómez,Argentina,Buenos Aires,3,10,1972,Hombre,1965.6,,1.0,Grup B,Tomás Gómez,False,No,1972-10-03,52,Grup B,0.35
41288932T,706,Carla,Castells,Espanya,Barcelona,24,10,1962,Mujer,1684.8,1.0,,Grup B,Carla Castells,True,Sí,1962-10-24,62,Grup B,0.35
54906134P,714,Laia,López,Espanya,Madrid,15,10,1978,Mujer,1953.45,1.0,,Grup B,Laia López,True,Sí,1978-10-15,46,Grup B,0.35
42177426S,715,Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Hombre,1981.8,,1.0,Grup B,Giovanni Ferrari,False,No,1964-02-08,61,Grup B,0.35
70317853J,716,Núria,Romero,Espanya,Barcelona,24,12,1970,Mujer,2617.65,,1.0,Grup B,Núria Romero,True,No,1970-12-24,54,Grup B,0.35
48918423X,727,Arnau,Ferrer Romero,Espanya,Madrid,2,7,1975,Hombre,2964.6,,1.0,Grup B,Arnau Ferrer Romero,True,No,1975-07-02,50,Grup B,0.35
58423324H,731,Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Mujer,2778.3,,1.0,Grup B,Núria Castells Ferrer,True,No,2005-10-13,19,Grup B,0.35
30532432L,734,Matías,Rodríguez Gómez,Argentina,Buenos Aires,28,9,1957,Hombre,1975.05,1.0,,Grup B,Matías Rodríguez Gómez,False,Sí,1957-09-28,67,Grup B,0.35
25178167X,735,Laia,Sánchez,Espanya,Barcelona,27,1,1965,Mujer,2532.6,1.0,,Grup B,Laia Sánchez,True,Sí,1965-01-27,60,Grup B,0.35
19039929Q,740,Matías,Álvarez,Argentina,Còrdova,24,8,1954,Hombre,2276.1,1.0,,Grup B,Matías Álvarez,False,Sí,1954-08-24,70,Grup B,0.35
73118029L,742,Florencia,Gómez Fernández,Argentina,Còrdova,12,7,1992,Mujer,1680.75,,1.0,Grup B,Florencia Gómez Fernández,False,No,1992-07-12,33,Grup B,0.35
65314666K,745,Marta,Sánchez Romero,Espanya,Barcelona,5,6,1993,Mujer,1782.0,,1.0,Grup B,Marta Sánchez Romero,True,No,1993-06-05,32,Grup B,0.35
98834273R,753,Pau,Romero Martínez,Espanya,Barcelona,16,9,1974,Hombre,2366.55,,1.0,Grup B,Pau Romero Martínez,True,No,1974-09-16,50,Grup B,0.35
97687146Q,756,Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,Null,2137.05,,1.0,Grup B,Gabriela González Cruz,False,No,1985-02-20,40,Grup B,0.35
90364828E,758,Laia,Castells,Espanya,Bilbao,23,4,1998,Mujer,2413.8,1.0,,Grup B,Laia Castells,True,Sí,1998-04-23,27,Grup B,0.35
16082109P,759,Clara,López,Espanya,Madrid,12,5,1989,Mujer,1890.0,,1.0,Grup B,Clara López,True,No,1989-05-12,36,Grup B,0.35
26631271T,763,Laia,Sánchez,Espanya,Bilbao,19,5,1970,Otros,2682.45,1.0,,Grup B,Laia Sánchez,True,Sí,1970-05-19,55,Grup B,0.35
73326255V,766,João,Silva,Portugal,Porto,23,10,1970,Hombre,2678.4,1.0,,Grup B,João Silva,False,Sí,1970-10-23,54,Grup B,0.35
83613978F,767,Antoine,Lefevre Girard,França,Marsella,22,12,1981,Hombre,2187.0,1.0,,Grup B,Antoine Lefevre Girard,False,Sí,1981-12-22,43,Grup B,0.35
51525932J,768,Michel,Moreau,França,Marsella,27,6,1978,Hombre,2814.75,1.0,,Grup B,Michel Moreau,False,Sí,1978-06-27,47,Grup B,0.35
44026048T,772,Joan,López,Espanya,València,15,10,1982,Hombre,3091.5,,1.0,Grup B,Joan López,True,No,1982-10-15,42,Grup B,0.35
43409433Y,773,Marta,López López,Espanya,Sevilla,24,2,1986,Mujer,1744.2,,1.0,Grup B,Marta López López,True,No,1986-02-24,39,Grup B,0.35
32095971T,778,Laia,López López,Espanya,València,8,5,1962,Mujer,1671.3,1.0,,Grup B,Laia López López,True,Sí,1962-05-08,63,Grup B,0.35
82936531F,779,Pau,López Martínez,Espanya,Sevilla,17,12,1958,Hombre,1902.15,,1.0,Grup B,Pau López Martínez,True,No,1958-12-17,66,Grup B,0.35
20049413F,782,Eva,López Ferrer,Espanya,Bilbao,24,12,1952,Mujer,2721.6,,1.0,Grup B,Eva López Ferrer,True,No,1952-12-24,72,Grup B,0.35
47702024A,783,Clara,García Ferrer,Espanya,Barcelona,10,10,1956,Mujer,2681.1,,1.0,Grup B,Clara García Ferrer,True,No,1956-10-10,68,Grup B,0.35
47853239E,789,Núria,López,Espanya,Sevilla,14,4,1969,Mujer,2411.1,,1.0,Grup B,Núria López,True,No,1969-04-14,56,Grup B,0.35
73130661B,793,Clara,Martínez Romero,Espanya,València,1,10,1975,Mujer,2670.3,1.0,,Grup B,Clara Martínez Romero,True,Sí,1975-10-01,49,Grup B,0.35
93384627N,795,Camille,Moreau Moreau,França,Lió,16,7,1993,Mujer,2648.7,,1.0,Grup B,Camille Moreau Moreau,False,No,1993-07-16,32,Grup B,0.35
25490219L,796,William,Smith Smith,Regne Unit,Londres,1,12,1952,Hombre,2218.05,1.0,,Grup B,William Smith Smith,False,Sí,1952-12-01,72,Grup B,0.35
41625678H,798,Arnau,Romero,Espanya,Bilbao,18,11,1967,Hombre,2289.6,,1.0,Grup B,Arnau Romero,True,No,1967-11-18,57,Grup B,0.35
83262533Z,799,Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Hombre,3079.35,1.0,,Grup B,Jordi Martínez Ferrer,True,Sí,1950-06-17,75,Grup B,0.35
41326173T,808,Laia,Martínez,Espanya,Madrid,9,9,1977,Mujer,2771.55,,1.0,Grup B,Laia Martínez,True,No,1977-09-09,47,Grup B,0.35
81124534E,809,Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Hombre,1921.05,,1.0,Grup B,Oriol Sánchez,True,No,1969-04-01,56,Grup B,0.35
22914113G,810,Laia,Sánchez Sánchez,Espanya,València,25,9,1995,Null,1830.6,,1.0,Grup B,Laia Sánchez Sánchez,True,No,1995-09-25,29,Grup B,0.35
43658248F,811,Daniela,Castro,Colòmbia,Bogotà,9,3,1980,Mujer,2254.5,1.0,,Grup B,Daniela Castro,False,Sí,1980-03-09,45,Grup B,0.35
15277702T,812,Toni,Castells,Espanya,Bilbao,25,7,1966,Hombre,2878.2,,1.0,Grup B,Toni Castells,True,No,1966-07-25,58,Grup B,0.35
96925654W,816,Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Hombre,2253.15,,1.0,Grup B,Rui Oliveira Silva,False,No,1992-08-25,32,Grup B,0.35
65476112E,818,Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Mujer,2200.5,,1.0,Grup B,Marta Romero Romero,True,No,1991-09-24,33,Grup B,0.35
87991679M,819,Anna,Ferrer,Espanya,Barcelona,25,11,1967,Mujer,1900.8,,1.0,Grup B,Anna Ferrer,True,No,1967-11-25,57,Grup B,0.35
67762046W,821,Chloé,Moreau,França,Lió,21,2,1989,Mujer,1945.35,,1.0,Grup B,Chloé Moreau,False,No,1989-02-21,36,Grup B,0.35
90958057L,822,Joan,Sánchez,Espanya,Bilbao,13,12,1974,Otros,2452.95,,1.0,Grup B,Joan Sánchez,True,No,1974-12-13,50,Grup B,0.35
99565242W,831,Joan,Sánchez Sánchez,Espanya,Madrid,28,7,2005,Null,1933.2,,1.0,Grup B,Joan Sánchez Sánchez,True,No,2005-07-28,19,Grup B,0.35
49176508C,833,Pau,García López,Espanya,Sevilla,22,8,1996,Hombre,1819.8,1.0,,Grup B,Pau García López,True,Sí,1996-08-22,28,Grup B,0.35
20335877M,835,Arnau,García Ferrer,Espanya,València,20,1,1951,Hombre,2760.75,,1.0,Grup B,Arnau García Ferrer,True,No,1951-01-20,74,Grup B,0.35
83539759S,840,Marta,López,Espanya,Barcelona,4,6,2002,Mujer,1579.5,1.0,,Grup B,Marta López,True,Sí,2002-06-04,23,Grup B,0.35
95031765F,841,Anna,López Sánchez,Espanya,Barcelona,19,9,1963,Mujer,1949.4,1.0,,Grup B,Anna López Sánchez,True,Sí,1963-09-19,61,Grup B,0.35
87757452L,842,Marc,Romero,Espanya,Barcelona,16,8,1986,Hombre,2245.05,,1.0,Grup B,Marc Romero,True,No,1986-08-16,38,Grup B,0.35
44065719N,845,Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Hombre,1884.6,1.0,,Grup B,Pau Ferrer Ferrer,True,Sí,1991-11-09,33,Grup B,0.35
50496524Y,846,Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Mujer,1833.3,,1.0,Grup B,Alessia Russo Russo,False,No,1983-02-14,42,Grup B,0.35
40194783Y,851,Núria,Sánchez García,Espanya,Madrid,14,1,1966,Mujer,2644.65,1.0,,Grup B,Núria Sánchez García,True,Sí,1966-01-14,59,Grup B,0.35
28196940Z,852,Michel,Moreau,França,Lió,12,12,1992,Hombre,2702.7,1.0,,Grup B,Michel Moreau,False,Sí,1992-12-12,32,Grup B,0.35
98801519G,853,Jordi,García,Espanya,Bilbao,11,1,1970,Hombre,2292.3,1.0,,Grup B,Jordi García,True,Sí,1970-01-11,55,Grup B,0.35
92775120P,855,Joan,López Castells,Espanya,Barcelona,1,4,1984,Null,2099.25,1.0,,Grup B,Joan López Castells,True,Sí,1984-04-01,41,Grup B,0.35
58632182Z,858,Laia,Romero,Espanya,Sevilla,16,11,1962,Mujer,1634.85,1.0,,Grup B,Laia Romero,True,Sí,1962-11-16,62,Grup B,0.35
32149349F,859,Marta,Romero,Espanya,Bilbao,25,7,1973,Mujer,2462.4,,1.0,Grup B,Marta Romero,True,No,1973-07-25,51,Grup B,0.35
17088262F,861,Eva,Sánchez,Espanya,València,18,2,1971,Mujer,2817.45,,1.0,Grup B,Eva Sánchez,True,No,1971-02-18,54,Grup B,0.35
72513763X,866,Núria,Romero López,Espanya,Bilbao,15,6,1999,Null,2208.6,1.0,,Grup B,Núria Romero López,True,Sí,1999-06-15,26,Grup B,0.35
24881645Q,868,Toni,Sánchez,Espanya,Bilbao,26,9,1992,Hombre,1833.3,,1.0,Grup B,Toni Sánchez,True,No,1992-09-26,32,Grup B,0.35
63182449W,870,Jordi,Romero,Espanya,Barcelona,12,12,1950,Hombre,3041.55,1.0,,Grup B,Jordi Romero,True,Sí,1950-12-12,74,Grup B,0.35
69079699D,877,Marc,Martínez,Espanya,Bilbao,7,7,1988,Hombre,2652.75,,1.0,Grup B,Marc Martínez,True,No,1988-07-07,37,Grup B,0.35
90985453R,880,Pau,Ferrer,Espanya,Madrid,24,11,1997,Hombre,3001.05,,1.0,Grup B,Pau Ferrer,True,No,1997-11-24,27,Grup B,0.35
11119181K,883,Arnau,Ferrer,Espanya,Bilbao,20,5,1961,Hombre,1815.75,,1.0,Grup B,Arnau Ferrer,True,No,1961-05-20,64,Grup B,0.35
51235097D,884,Oriol,Martínez López,Espanya,Barcelona,24,6,1980,Hombre,2786.4,,1.0,Grup B,Oriol Martínez López,True,No,1980-06-24,45,Grup B,0.35
23333032N,885,Oriol,Martínez,Espanya,València,21,12,1986,Hombre,2382.75,,1.0,Grup B,Oriol Martínez,True,No,1986-12-21,38,Grup B,0.35
91233007A,893,Joan,García,Espanya,Sevilla,23,3,2003,Null,2154.6,1.0,,Grup B,Joan García,True,Sí,2003-03-23,22,Grup B,0.35
55212704B,894,Pau,Martínez Romero,Espanya,Barcelona,26,7,1986,Hombre,2347.65,,1.0,Grup B,Pau Martínez Romero,True,No,1986-07-26,38,Grup B,0.35
23763581C,897,Arnau,García Ferrer,Espanya,Barcelona,1,6,1979,Hombre,2316.6,1.0,,Grup B,Arnau García Ferrer,True,Sí,1979-06-01,46,Grup B,0.35
75347458Q,902,Toni,Martínez,Espanya,Bilbao,25,12,1974,Hombre,1823.85,,1.0,Grup B,Toni Martínez,True,No,1974-12-25,50,Grup B,0.35
54347378D,904,Giulia,Russo,Itàlia,Torí,14,6,2005,Mujer,1888.65,1.0,,Grup B,Giulia Russo,False,Sí,2005-06-14,20,Grup B,0.35
24140397D,905,Oriol,Sánchez,Espanya,Bilbao,11,9,1989,Hombre,2855.25,1.0,,Grup B,Oriol Sánchez,True,Sí,1989-09-11,35,Grup B,0.35
89195587K,909,Carla,López Martínez,Espanya,Madrid,14,10,1962,Otros,2091.15,,1.0,Grup B,Carla López Martínez,True,No,1962-10-14,62,Grup B,0.35
18457585L,911,Anna,Ferrer Sánchez,Espanya,Barcelona,25,8,1965,Null,1939.95,1.0,,Grup B,Anna Ferrer Sánchez,True,Sí,1965-08-25,59,Grup B,0.35
12559305B,917,Núria,García Ferrer,Espanya,Bilbao,11,4,1982,Mujer,2373.3,1.0,,Grup B,Núria García Ferrer,True,Sí,1982-04-11,43,Grup B,0.35
29153728J,923,Joan,Romero García,Espanya,València,4,3,1956,Hombre,2991.6,,1.0,Grup B,Joan Romero García,True,No,1956-03-04,69,Grup B,0.35
34370425H,925,Oriol,Ferrer,Espanya,Madrid,2,4,1974,Hombre,1787.4,1.0,,Grup B,Oriol Ferrer,True,Sí,1974-04-02,51,Grup B,0.35
50261072D,927,Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Mujer,2245.05,,1.0,Grup B,Sophie Taylor Smith,False,No,2005-12-26,19,Grup B,0.35
43414375Y,928,Joan,López,Espanya,València,28,3,1995,Hombre,2905.2,,1.0,Grup B,Joan López,True,No,1995-03-28,30,Grup B,0.35
21977779F,932,Valentina,Torres Rojas,Colòmbia,Medellín,22,10,1957,Mujer,1945.35,,1.0,Grup B,Valentina Torres Rojas,False,No,1957-10-22,67,Grup B,0.35
20428037K,933,Anna,García,Espanya,València,22,11,1976,Mujer,2093.85,1.0,,Grup B,Anna García,True,Sí,1976-11-22,48,Grup B,0.35
95842086Q,936,Anna,López López,Espanya,València,7,7,1988,Mujer,1794.15,1.0,,Grup B,Anna López López,True,Sí,1988-07-07,37,Grup B,0.35
12935907W,937,Pau,Ferrer García,Espanya,Barcelona,21,6,1990,Hombre,1969.65,1.0,,Grup B,Pau Ferrer García,True,Sí,1990-06-21,35,Grup B,0.35
23385179B,938,Florencia,Fernández,Argentina,Còrdova,14,10,1979,Mujer,1632.15,,1.0,Grup B,Florencia Fernández,False,No,1979-10-14,45,Grup B,0.35
56402346W,945,Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Hombre,1977.75,1.0,,Grup B,Carlos Ramírez,False,Sí,1959-03-21,66,Grup B,0.35
21159286B,947,Anna,García,Espanya,Barcelona,22,12,1999,Mujer,2026.35,,1.0,Grup B,Anna García,True,No,1999-12-22,25,Grup B,0.35
48597672J,960,Toni,Romero Romero,Espanya,Madrid,15,2,1984,Otros,2373.3,1.0,,Grup B,Toni Romero Romero,True,Sí,1984-02-15,41,Grup B,0.35
86656444H,970,Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Mujer,1582.2,,1.0,Grup B,Salma Zahraoui,False,No,1999-04-18,26,Grup B,0.35
46192881X,971,Eva,Martínez López,Espanya,Barcelona,11,4,1958,Mujer,1822.5,,1.0,Grup B,Eva Martínez López,True,No,1958-04-11,67,Grup B,0.35
85620401P,972,Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Hombre,1710.45,,1.0,Grup B,Rui Silva Silva,False,No,1958-05-06,67,Grup B,0.35
13600054Y,976,Carla,Romero,Espanya,Madrid,18,3,1964,Mujer,2265.3,1.0,,Grup B,Carla Romero,True,Sí,1964-03-18,61,Grup B,0.35
43630705N,981,Laia,Ferrer,Espanya,Barcelona,2,2,1953,Mujer,1880.55,1.0,,Grup B,Laia Ferrer,True,Sí,1953-02-02,72,Grup B,0.35
88020602R,984,Toni,Romero,Espanya,Barcelona,23,8,2001,Hombre,2952.45,,1.0,Grup B,Toni Romero,True,No,2001-08-23,23,Grup B,0.35
47075714S,988,Marta,López,Espanya,Madrid,13,3,1999,Mujer,1601.1,,1.0,Grup B,Marta López,True,No,1999-03-13,26,Grup B,0.35
22942395H,991,Carla,Ferrer Martínez,Espanya,València,3,5,1992,Mujer,2313.9,,1.0,Grup B,Carla Ferrer Martínez,True,No,1992-05-03,33,Grup B,0.35
44074013Q,994,Toni,Sánchez,Espanya,Madrid,13,3,1976,Null,2317.95,1.0,,Grup B,Toni Sánchez,True,Sí,1976-03-13,49,Grup B,0.35
